,batsman,total_runs,total_balls,fours,sixes,strike_rate,wicket_taken,season,stadium,team,opposing_team
0,Misbah-ul-Haq (c),41,28,4,1,146.42,c Umar Gul b Anwar Ali,2016,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators
1,Misbah-ul-Haq (c),12,12,2,0,100.00,c Malan b Mohammad Asghar,2016,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi
2,Misbah-ul-Haq (c),4,6,0,0,66.66,c Shakib Al Hasan b Bopara,2016,Dubai International Cricket Stadium,Islamabad United,Karachi Kings
3,Misbah-ul-Haq (c),32,27,3,2,118.51,c Shahid Afridi b Wahab Riaz,2016,Sharjah Cricket Stadium,Islamabad United,Peshawar Zalmi
4,Misbah-ul-Haq (c),38,38,5,0,100.00,c Vince b Bopara,2016,Sharjah Cricket Stadium,Islamabad United,Karachi Kings
5,Misbah-ul-Haq (c),38,19,7,0,200.00,not out,2016,Dubai International Cricket Stadium,Islamabad United,Lahore Qalandars
6,Misbah-ul-Haq (c),1,1,0,0,100.00,not out,2016,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators
7,Misbah-ul-Haq (c),61,36,3,5,169.44,not out,2017,Dubai International Cricket Stadium,Islamabad United,Lahore Qalandars
8,Misbah-ul-Haq (c),10,11,2,0,90.90,lbw b Hassan Khan,2017,Sharjah Cricket Stadium,Islamabad United,Quetta Gladiators
9,Misbah-ul-Haq (c),16,25,0,1,64.00,c Babar Azam b Usama Mir,2017,Sharjah Cricket Stadium,Islamabad United,Karachi Kings
10,Misbah-ul-Haq (c),5,12,0,0,41.66,c Wahab Riaz b Shakib Al Hasan,2017,Sharjah Cricket Stadium,Islamabad United,Peshawar Zalmi
11,Misbah-ul-Haq (c),16,13,1,1,123.07,c ï¿½Mohammad Rizwan b Aamer Yamin,2017,Sharjah Cricket Stadium,Islamabad United,Lahore Qalandars
12,Misbah-ul-Haq (c),25,25,0,1,100.00,c Mohammad Nawaz b Anwar Ali,2017,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators
13,Misbah-ul-Haq (c),12,7,0,1,171.42,c Gayle b Mohammad Amir,2017,Dubai International Cricket Stadium,Islamabad United,Karachi Kings
14,Misbah-ul-Haq (c),13,13,1,0,100.00,b Imad Wasim,2017,Sharjah Cricket Stadium,Islamabad United,Karachi Kings
15,Misbah-ul-Haq (c),22,25,1,1,88.00,c Mahmudullah b Watson,2018,Sharjah Cricket Stadium,Islamabad United,Quetta Gladiators
16,Misbah-ul-Haq (c),4,10,0,0,40.00,c ï¿½Ramdin b Salman Irshad,2018,Sharjah Cricket Stadium,Islamabad United,Lahore Qalandars
17,Misbah-ul-Haq (c),12,18,1,0,66.66,not out,2018,Dubai International Cricket Stadium,Islamabad United,Lahore Qalandars
18,Misbah-ul-Haq (c),19,23,3,0,82.60,b Shahid Afridi,2018,Sharjah Cricket Stadium,Islamabad United,Karachi Kings
0,Imran Khalid,4,6,0,0,66.66,c Mohammad Nabi b Mohammad Nawaz,2016,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators
1,Imran Khalid,4,6,0,0,66.66,run out (ï¿½Kamran Akmal),2016,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi
2,Imran Khalid,12,12,0,1,100.00,run out (ï¿½Saifullah Bangash/Mohammad Amir),2016,Dubai International Cricket Stadium,Islamabad United,Karachi Kings
3,Imran Khalid,18,18,1,1,100.00,c ï¿½Sarfaraz Ahmed b Mohammad Nawaz,2016,Sharjah Cricket Stadium,Islamabad United,Quetta Gladiators
4,Imran Khalid,1,1,0,0,100.00,run out (Shoaib Malik/Usman Shinwari),2017,Sharjah Cricket Stadium,Islamabad United,Karachi Kings
0,Andre Russell,35,20,4,2,175.00,not out,2016,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators
1,Andre Russell,12,12,0,1,100.00,c Mohammad Asghar b Wahab Riaz,2016,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi
2,Andre Russell,2,6,0,0,33.33,c & b Usama Mir,2016,Dubai International Cricket Stadium,Islamabad United,Karachi Kings
3,Andre Russell,2,5,0,0,40.00,c Umar Akmal b Ehsan Adil,2016,Sharjah Cricket Stadium,Islamabad United,Lahore Qalandars
4,Andre Russell,10,13,1,0,76.92,lbw b Zulfiqar Babar,2016,Sharjah Cricket Stadium,Islamabad United,Quetta Gladiators
5,Andre Russell,2,2,0,0,100.00,c Sammy b Mohammad Asghar,2016,Sharjah Cricket Stadium,Islamabad United,Peshawar Zalmi
6,Andre Russell,14,11,2,1,127.27,hit wicket b Mohammad Amir,2016,Sharjah Cricket Stadium,Islamabad United,Karachi Kings
7,Andre Russell,0,0,0,0,-,not out,2016,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi
8,Andre Russell,7,3,0,1,233.33,b Aizaz Cheema,2016,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators
9,Andre Russell,11,7,2,0,157.14,c Mohammad Asghar b Ibtisam Sheikh,2018,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi
10,Andre Russell,0,1,0,0,0.00,lbw b Imran Tahir,2018,Dubai International Cricket Stadium,Islamabad United,Multan Sultans
11,Andre Russell,15,12,0,1,125.00,run out (Yasir Shah/Sohail Khan),2018,Sharjah Cricket Stadium,Islamabad United,Lahore Qalandars
12,Andre Russell,9,5,0,1,180.00,c ï¿½Mohammad Rizwan b Mohammad Amir,2019,Dubai International Cricket Stadium,Multan Sultans,Karachi Kings
13,Andre Russell,16,7,2,1,228.57,b Mohammad Sami,2019,Dubai International Cricket Stadium,Multan Sultans,Islamabad United
14,Andre Russell,18,12,3,0,150.00,c Rossouw b Ghulam Mudassar,2019,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators
15,Andre Russell,7,6,0,1,116.66,c & b Lamichhane,2019,Sharjah Cricket Stadium,Multan Sultans,Lahore Qalandars
16,Andre Russell,13,6,0,2,216.66,c Mohammad Wasim b Muhammad Musa,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Islamabad United
0,Samuel Badree,2,2,0,0,100.00,not out,2016,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators
0,Luke Wright,86,53,11,4,162.26,not out,2016,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
1,Luke Wright,47,39,4,2,120.51,c Nauman Anwar b Imad Wasim,2016,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
2,Luke Wright,16,16,2,0,100.00,b Shahid Afridi,2016,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
3,Luke Wright,4,8,0,0,50.00,c Cooper b Zafar Gohar,2016,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
4,Luke Wright,5,6,1,0,83.33,c Billings b Russell,2016,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United
5,Luke Wright,11,12,1,0,91.66,c Mir Hamza b Imad Wasim,2016,Sharjah Cricket Stadium,Quetta Gladiators,Karachi Kings
6,Luke Wright,12,7,1,1,171.42,b Hasan Ali,2017,Sharjah Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
0,Ahmed Shehzad,11,9,2,0,122.22,c & b Imran Khalid,2016,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
1,Ahmed Shehzad,71,46,5,4,154.34,c Imad Wasim b Shakib Al Hasan,2016,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
2,Ahmed Shehzad,16,11,1,1,145.45,c ï¿½Kamran Akmal b Tait,2016,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
3,Ahmed Shehzad,15,11,3,0,136.36,b Cooper,2016,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
4,Ahmed Shehzad,41,31,5,1,132.25,c Sharjeel Khan b Russell,2016,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United
5,Ahmed Shehzad,41,27,7,0,151.85,b Usama Mir,2016,Sharjah Cricket Stadium,Quetta Gladiators,Karachi Kings
6,Ahmed Shehzad,21,17,2,1,123.52,b Wahab Riaz,2016,Sharjah Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
7,Ahmed Shehzad,4,2,1,0,200.00,lbw b Ehsan Adil,2016,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
8,Ahmed Shehzad,6,9,1,0,66.66,st ï¿½Kamran Akmal b Mohammad Asghar,2016,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
9,Ahmed Shehzad,64,39,9,1,164.10,c Badree b Mohammad Sami,2016,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
10,Ahmed Shehzad,5,8,0,0,62.50,c ï¿½Mohammad Rizwan b Sohail Tanvir,2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
11,Ahmed Shehzad,11,7,1,1,157.14,c Pollard b Sohail Khan,2017,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
12,Ahmed Shehzad,26,15,3,1,173.33,c Zohaib Khan b Mohammad Sami,2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United
13,Ahmed Shehzad,15,15,2,0,100.00,b Mohammad Irfan,2017,Sharjah Cricket Stadium,Quetta Gladiators,Lahore Qalandars
14,Ahmed Shehzad,54,40,4,3,135.00,c Pollard b Sohail Khan,2017,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
15,Ahmed Shehzad,59,51,5,1,115.68,c Shadab Khan b Mohammad Sami,2017,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
16,Ahmed Shehzad,0,4,0,0,0.00,c Sohaib Maqsood b Mohammad Asghar,2017,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
17,Ahmed Shehzad,71,38,7,4,186.84,c Wahab Riaz b Sammy,2017,Sharjah Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
18,Ahmed Shehzad,1,5,0,0,20.00,c Khushdil Shah b Hasan Ali,2017,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi
19,Ahmed Shehzad,0,6,0,0,0.00,c Hammad Azam b Wahab Riaz,2018,Dubai International Cricket Stadium,Multan Sultans,Peshawar Zalmi
20,Ahmed Shehzad,38,33,5,0,115.15,c ï¿½Umar Akmal b Mustafizur Rahman,2018,Dubai International Cricket Stadium,Multan Sultans,Lahore Qalandars
21,Ahmed Shehzad,11,24,1,0,45.83,c sub (Amad Butt) b Finn,2018,Dubai International Cricket Stadium,Multan Sultans,Islamabad United
22,Ahmed Shehzad,27,35,3,0,77.14,c Hastings b Hassan Khan,2018,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators
23,Ahmed Shehzad,37,37,3,0,100.00,run out (Umaid Asif),2018,Dubai International Cricket Stadium,Multan Sultans,Peshawar Zalmi
24,Ahmed Shehzad,1,7,0,0,14.28,c ï¿½Sarfaraz Ahmed b Anwar Ali,2018,Dubai International Cricket Stadium,Multan Sultans,Quetta Gladiators
25,Ahmed Shehzad,32,34,3,1,94.11,c ï¿½Gulraiz Sadaf b McClenaghan,2018,Dubai International Cricket Stadium,Multan Sultans,Lahore Qalandars
26,Ahmed Shehzad,24,17,1,2,141.17,st ï¿½Mohammad Rizwan b Imad Wasim,2018,Dubai International Cricket Stadium,Multan Sultans,Karachi Kings
27,Ahmed Shehzad,3,10,0,0,30.00,c Amad Butt b Faheem Ashraf,2018,Sharjah Cricket Stadium,Multan Sultans,Islamabad United
28,Ahmed Shehzad,0,1,0,0,0.00,lbw b Hasan Ali,2019,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
29,Ahmed Shehzad,2,6,0,0,33.33,b Patel,2019,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
30,Ahmed Shehzad,28,35,2,0,80.00,not out,2019,Dubai International Cricket Stadium,Quetta Gladiators,Multan Sultans
31,Ahmed Shehzad,50,45,5,0,111.11,b Umaid Asif,2019,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Peshawar Zalmi
32,Ahmed Shehzad,73,46,9,1,158.69,c Shadab Khan b Amad Butt,2019,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Islamabad United
33,Ahmed Shehzad,99,57,8,6,173.68,c Ingram b Usman Shinwari,2019,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
34,Ahmed Shehzad,1,4,0,0,25.00,b Mills,2019,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
35,Ahmed Shehzad,58,51,6,1,113.72,not out,,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
36,Ahmed Shehzad,7,11,1,0,63.63,c Faheem Ashraf b Muhammad Musa,2020,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
37,Ahmed Shehzad,12,12,0,1,100.00,c Banton b Mohammad Amir Khan,2020,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
38,Ahmed Shehzad,11,9,2,0,122.22,c Jordan b Imad Wasim,2020,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
39,Ahmed Shehzad,12,5,0,2,240.00,st ï¿½Ronchi b Shadab Khan,2020,Rawalpindi Cricket Stadium,Quetta Gladiators,Islamabad United
40,Ahmed Shehzad,10,17,0,0,58.82,c Shoaib Malik b Wahab Riaz,2020,Rawalpindi Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
41,Ahmed Shehzad,9,8,2,0,112.50,c Patel b Shaheen Shah Afridi,2020,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars
42,Ahmed Shehzad,0,2,0,0,0.00,c ï¿½Mohammad Rizwan b Waqas Maqsood,2020,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
0,Kevin Pietersen,8,12,0,0,66.66,lbw b Imran Khalid,2016,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
1,Kevin Pietersen,29,17,1,2,170.58,not out,2016,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
2,Kevin Pietersen,35,29,2,1,120.68,c Shahid Afridi b Junaid Khan,2016,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
3,Kevin Pietersen,12,7,1,1,171.42,c Cooper b Bravo,2016,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
4,Kevin Pietersen,0,1,0,0,0.00,b Russell,2016,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United
5,Kevin Pietersen,26,22,0,2,118.18,c Sohail Tanvir b Usama Mir,2016,Sharjah Cricket Stadium,Quetta Gladiators,Karachi Kings
6,Kevin Pietersen,34,21,6,0,161.90,c Umar Akmal b Bravo,2016,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
7,Kevin Pietersen,53,38,5,2,139.47,c Hasan Ali b Tait,2016,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
8,Kevin Pietersen,18,18,0,1,100.00,c Asif Ali b Russell,2016,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
9,Kevin Pietersen,3,7,0,0,42.85,b Mohammad Irfan,2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
10,Kevin Pietersen,0,1,0,0,0.00,c ï¿½Sangakkara b Sohail Khan,2017,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
11,Kevin Pietersen,0,1,0,0,0.00,lbw b Mohammad Sami,2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United
12,Kevin Pietersen,88,42,3,8,209.52,not out,2017,Sharjah Cricket Stadium,Quetta Gladiators,Lahore Qalandars
13,Kevin Pietersen,0,0,0,0,-,run out (Imad Wasim),2017,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
14,Kevin Pietersen,69,43,6,3,160.46,lbw b Shadab Khan,2017,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
15,Kevin Pietersen,41,43,4,0,95.34,c Hasan Ali b Mohammad Asghar,2017,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
16,Kevin Pietersen,40,22,2,3,181.81,c Mohammad Asghar b Wahab Riaz,2017,Sharjah Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
17,Kevin Pietersen,6,4,1,0,150.00,c Bopara b Mills,2018,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
18,Kevin Pietersen,48,34,4,3,141.17,c Asif Ali b Finn,2018,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United
19,Kevin Pietersen,5,6,0,0,83.33,c Mohammad Asghar b Sammy,2018,Sharjah Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
20,Kevin Pietersen,5,10,0,0,50.00,lbw b Shoaib Malik,2018,Dubai International Cricket Stadium,Quetta Gladiators,Multan Sultans
21,Kevin Pietersen,52,34,7,1,152.94,c Bopara b Usman Shinwari,2018,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
22,Kevin Pietersen,21,13,0,2,161.53,c ï¿½Kamran Akmal b Dawson,2018,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
23,Kevin Pietersen,11,8,0,1,137.50,b Narine,2018,Sharjah Cricket Stadium,Quetta Gladiators,Lahore Qalandars
24,Kevin Pietersen,7,6,1,0,116.66,c ï¿½Ronchi b Faheem Ashraf,2018,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United
0,Mohammad Nawaz,22,22,1,0,100.00,not out,2016,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
1,Mohammad Nawaz,4,4,1,0,100.00,c Malan b Wahab Riaz,2016,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
2,Mohammad Nawaz,42,34,5,1,123.52,st ï¿½Mohammad Rizwan b Mendis,2016,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
3,Mohammad Nawaz,14,21,0,0,66.66,not out,2016,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United
4,Mohammad Nawaz,6,7,0,0,85.71,run out (Vince),2016,Sharjah Cricket Stadium,Quetta Gladiators,Karachi Kings
5,Mohammad Nawaz,5,12,0,0,41.66,lbw b Shahid Afridi,2016,Sharjah Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
6,Mohammad Nawaz,0,2,0,0,0.00,c ï¿½Mohammad Rizwan b Ehsan Adil,2016,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
7,Mohammad Nawaz,20,18,1,2,111.11,c Wahab Riaz b Tait,2016,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
8,Mohammad Nawaz,7,5,0,1,140.00,b Badree,2016,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
9,Mohammad Nawaz,1,3,0,0,33.33,run out (Yasir Shah),2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
10,Mohammad Nawaz,18,12,0,1,150.00,c & b Hasan Ali,2017,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
11,Mohammad Nawaz,1,1,0,0,100.00,not out,2017,Sharjah Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
12,Mohammad Nawaz,0,1,0,0,0.00,st ï¿½Kamran Akmal b Mohammad Asghar,2017,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi
13,Mohammad Nawaz,30,20,3,1,150.00,c ï¿½Mohammad Rizwan b Mohammad Amir,2018,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
14,Mohammad Nawaz,25,31,0,2,80.64,not out,2018,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United
15,Mohammad Nawaz,3,5,0,0,60.00,c Sabbir Rahman b Umaid Asif,2018,Sharjah Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
16,Mohammad Nawaz,3,7,0,0,42.85,c Pollard b Sohail Tanvir,2018,Sharjah Cricket Stadium,Quetta Gladiators,Multan Sultans
17,Mohammad Nawaz,11,4,1,1,275.00,c Pollard b Umar Gul,2018,Dubai International Cricket Stadium,Quetta Gladiators,Multan Sultans
18,Mohammad Nawaz,19,21,1,1,90.47,not out,2018,Sharjah Cricket Stadium,Quetta Gladiators,Lahore Qalandars
19,Mohammad Nawaz,1,3,0,0,33.33,c Duminy b Faheem Ashraf,2018,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United
20,Mohammad Nawaz,35,32,5,1,109.37,c Umaid Asif b Sameen Gul,2018,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi
21,Mohammad Nawaz,19,18,0,1,105.55,c Sohail Akhtar b Haris Rauf,2019,Sharjah Cricket Stadium,Quetta Gladiators,Lahore Qalandars
22,Mohammad Nawaz,0,0,0,0,-,not out,2019,Sharjah Cricket Stadium,Quetta Gladiators,Karachi Kings
23,Mohammad Nawaz,12,18,1,0,66.66,c de Villiers b Haris Rauf,2019,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
24,Mohammad Nawaz,15,5,1,1,300.00,not out,2019,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Islamabad United
25,Mohammad Nawaz,1,1,0,0,100.00,not out,2019,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
26,Mohammad Nawaz,2,3,0,0,66.66,not out,2019,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
27,Mohammad Nawaz,23,13,4,0,176.92,c Amad Butt b Akif Javed,2020,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
28,Mohammad Nawaz,2,4,0,0,50.00,c ï¿½Kamran Akmal b Rahat Ali,2020,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
29,Mohammad Nawaz,1,3,0,0,33.33,c Hales b Jordan,2020,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
30,Mohammad Nawaz,25,20,3,0,125.00,not out,2020,Rawalpindi Cricket Stadium,Quetta Gladiators,Islamabad United
31,Mohammad Nawaz,5,6,0,0,83.33,not out,2020,Multan Cricket Stadium,Quetta Gladiators,Multan Sultans
32,Mohammad Nawaz,24,17,4,0,141.17,c Dilbar Hussain b Muhammad Faizan,2020,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars
33,Mohammad Nawaz,18,7,2,1,257.14,c Imam-ul-Haq b Rahat Ali,2020,Rawalpindi Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
34,Mohammad Nawaz,10,26,1,0,38.46,c Dilbar Hussain b Raja Farzan,2020,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars
35,Mohammad Nawaz,8,4,0,1,200.00,not out,2020,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
36,Mohammad Nawaz,3,8,0,0,37.50,run out (Waqas Maqsood/Christian),2021,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
37,Mohammad Nawaz,33,20,1,3,165.00,not out,2021,"National Stadium, Karachi",Quetta Gladiators,Lahore Qalandars
38,Mohammad Nawaz,2,2,0,0,100.00,c Kohler-Cadmore b Mahmood,2021,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
39,Mohammad Nawaz,31,29,1,1,106.89,not out,2021,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
40,Mohammad Nawaz,20,10,4,0,200.00,c ï¿½Mohammad Rizwan b Shahnawaz Dahani,2021,"National Stadium, Karachi",Quetta Gladiators,Multan Sultans
41,Mohammad Nawaz,4,7,0,0,57.14,b Mohammad Wasim,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Islamabad United
42,Mohammad Nawaz,0,1,0,0,0.00,b Umaid Asif,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Peshawar Zalmi
43,Mohammad Nawaz,6,5,1,0,120.00,c & b Faulkner,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Lahore Qalandars
44,Mohammad Nawaz,10,6,2,0,166.66,run out (Imran Tahir),2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Multan Sultans
45,Mohammad Nawaz,5,2,1,0,250.00,not out,2022,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
46,Mohammad Nawaz,1,2,0,0,50.00,c & b Imran Tahir,2022,"National Stadium, Karachi",Quetta Gladiators,Multan Sultans
47,Mohammad Nawaz,47,22,2,5,213.63,c Hales b Hasan Ali,2022,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
48,Mohammad Nawaz,25,12,1,2,208.33,not out,2022,"National Stadium, Karachi",Quetta Gladiators,Lahore Qalandars
49,Mohammad Nawaz,14,18,2,0,77.77,lbw b Usama Mir,2023,Multan Cricket Stadium,Quetta Gladiators,Multan Sultans
50,Mohammad Nawaz,3,6,0,0,50.00,c Irfan Khan b Aamer Yamin,2023,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
51,Mohammad Nawaz,2,5,0,0,40.00,lbw b Usman Qadir,2023,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
52,Mohammad Nawaz,2,5,0,0,40.00,c Kamran Ghulam b Sikandar Raza,2023,"National Stadium, Karachi",Quetta Gladiators,Lahore Qalandars
53,Mohammad Nawaz,1,2,0,0,50.00,c Faheem Ashraf b Shadab Khan,2023,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
54,Mohammad Nawaz,4,6,0,0,66.66,b Haris Rauf,2023,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars
55,Mohammad Nawaz,52,44,6,0,118.18,c Mubasir Khan b Fazalhaq Farooqi,2023,Rawalpindi Cricket Stadium,Quetta Gladiators,Islamabad United
56,Mohammad Nawaz,15,14,3,0,107.14,c & b Muhammad Musa,2023,Rawalpindi Cricket Stadium,Quetta Gladiators,Karachi Kings
57,Mohammad Nawaz,7,10,0,0,70.00,c Hendricks b Abbas Afridi,2024,Multan Cricket Stadium,Karachi Kings,Multan Sultans
58,Mohammad Nawaz,15,10,3,0,150.00,b Zaman Khan,2024,"Gaddafi Stadium, Lahore",Karachi Kings,Lahore Qalandars
59,Mohammad Nawaz,6,11,0,0,54.54,c Shadab Khan b Naseem Shah,2024,"National Stadium, Karachi",Karachi Kings,Islamabad United
