batsman,total_runs,total_balls,fours,sixes,strike_rate,match_captain,wicket_type,dismissed_by,season,venue,team_name,opponent_team
Misbah-ul-Haq,5,12,0,0,41.66,1,catch,Shakib Al Hasan,2017,Sharjah Cricket Stadium,Islamabad United,Peshawar Zalmi
Misbah-ul-Haq,16,13,1,1,123.07,1,catch,Aamer Yamin,2017,Sharjah Cricket Stadium,Islamabad United,Lahore Qalandars
Misbah-ul-Haq,25,25,0,1,100.0,1,catch,Anwar Ali,2017,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators
Misbah-ul-Haq,12,7,0,1,171.42,1,catch,Mohammad Amir,2017,Dubai International Cricket Stadium,Islamabad United,Karachi Kings
Misbah-ul-Haq,13,13,1,0,100.0,1,bowled,Imad Wasim,2017,Sharjah Cricket Stadium,Islamabad United,Karachi Kings
Misbah-ul-Haq,22,25,1,1,88.0,1,catch,Watson,2018,Sharjah Cricket Stadium,Islamabad United,Quetta Gladiators
Misbah-ul-Haq,4,10,0,0,40.0,1,catch,Salman Irshad,2018,Sharjah Cricket Stadium,Islamabad United,Lahore Qalandars
Misbah-ul-Haq,12,18,1,0,66.66,1,not out,not out,2018,Dubai International Cricket Stadium,Islamabad United,Lahore Qalandars
Misbah-ul-Haq,19,23,3,0,82.6,1,bowled,Shahid Afridi,2018,Sharjah Cricket Stadium,Islamabad United,Karachi Kings
Imran Khalid,4,6,0,0,66.66,0,catch,Mohammad Nawaz,2016,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators
Imran Khalid,4,6,0,0,66.66,0,run out,run out,2016,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi
Imran Khalid,12,12,0,1,100.0,0,run out,run out,2016,Dubai International Cricket Stadium,Islamabad United,Karachi Kings
Imran Khalid,18,18,1,1,100.0,0,catch,Mohammad Nawaz,2016,Sharjah Cricket Stadium,Islamabad United,Quetta Gladiators
Imran Khalid,1,1,0,0,100.0,0,run out,run out,2017,Sharjah Cricket Stadium,Islamabad United,Karachi Kings
Andre Russell,35,20,4,2,175.0,0,not out,not out,2016,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators
Andre Russell,12,12,0,1,100.0,0,catch,Wahab Riaz,2016,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi
Andre Russell,2,6,0,0,33.33,0,catch,Usama Mir,2016,Dubai International Cricket Stadium,Islamabad United,Karachi Kings
Andre Russell,2,5,0,0,40.0,0,catch,Ehsan Adil,2016,Sharjah Cricket Stadium,Islamabad United,Lahore Qalandars
Andre Russell,10,13,1,0,76.92,0,lbw,Zulfiqar Babar,2016,Sharjah Cricket Stadium,Islamabad United,Quetta Gladiators
Andre Russell,2,2,0,0,100.0,0,catch,Mohammad Asghar,2016,Sharjah Cricket Stadium,Islamabad United,Peshawar Zalmi
Andre Russell,14,11,2,1,127.27,0,hit wicket,Mohammad Amir,2016,Sharjah Cricket Stadium,Islamabad United,Karachi Kings
Andre Russell,0,0,0,0,0.0,0,not out,not out,2016,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi
Andre Russell,7,3,0,1,233.33,0,bowled,Aizaz Cheema,2016,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators
Andre Russell,11,7,2,0,157.14,0,catch,Ibtisam Sheikh,2018,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi
Andre Russell,0,1,0,0,0.0,0,lbw,Imran Tahir,2018,Dubai International Cricket Stadium,Islamabad United,Multan Sultans
Andre Russell,15,12,0,1,125.0,0,run out,run out,2018,Sharjah Cricket Stadium,Islamabad United,Lahore Qalandars
Andre Russell,9,5,0,1,180.0,0,catch,Mohammad Amir,2019,Dubai International Cricket Stadium,Multan Sultans,Karachi Kings
Andre Russell,16,7,2,1,228.57,0,bowled,Mohammad Sami,2019,Dubai International Cricket Stadium,Multan Sultans,Islamabad United
Andre Russell,18,12,3,0,150.0,0,catch,Ghulam Mudassar,2019,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators
Andre Russell,7,6,0,1,116.66,0,catch,Lamichhane,2019,Sharjah Cricket Stadium,Multan Sultans,Lahore Qalandars
Andre Russell,13,6,0,2,216.66,0,catch,Muhammad Musa,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Islamabad United
Samuel Badree,2,2,0,0,100.0,0,not out,not out,2016,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators
Luke Wright,86,53,11,4,162.26,0,not out,not out,2016,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
Luke Wright,47,39,4,2,120.51,0,catch,Imad Wasim,2016,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
Luke Wright,16,16,2,0,100.0,0,bowled,Shahid Afridi,2016,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Luke Wright,4,8,0,0,50.0,0,catch,Zafar Gohar,2016,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
Luke Wright,5,6,1,0,83.33,0,catch,Russell,2016,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United
Luke Wright,11,12,1,0,91.66,0,catch,Imad Wasim,2016,Sharjah Cricket Stadium,Quetta Gladiators,Karachi Kings
Luke Wright,12,7,1,1,171.42,0,bowled,Hasan Ali,2017,Sharjah Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Ahmed Shehzad,11,9,2,0,122.22,0,catch,Imran Khalid,2016,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
Ahmed Shehzad,71,46,5,4,154.34,0,catch,Shakib Al Hasan,2016,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
Ahmed Shehzad,16,11,1,1,145.45,0,catch,Tait,2016,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Ahmed Shehzad,15,11,3,0,136.36,0,bowled,Cooper,2016,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
Ahmed Shehzad,41,31,5,1,132.25,0,catch,Russell,2016,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United
Ahmed Shehzad,41,27,7,0,151.85,0,bowled,Usama Mir,2016,Sharjah Cricket Stadium,Quetta Gladiators,Karachi Kings
Ahmed Shehzad,21,17,2,1,123.52,0,bowled,Wahab Riaz,2016,Sharjah Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Ahmed Shehzad,4,2,1,0,200.0,0,lbw,Ehsan Adil,2016,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
Ahmed Shehzad,6,9,1,0,66.66,0,stumped,Mohammad Asghar,2016,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Ahmed Shehzad,64,39,9,1,164.1,0,catch,Mohammad Sami,2016,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
Ahmed Shehzad,5,8,0,0,62.5,0,catch,Sohail Tanvir,2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
Ahmed Shehzad,11,7,1,1,157.14,0,catch,Sohail Khan,2017,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
Ahmed Shehzad,26,15,3,1,173.33,0,catch,Mohammad Sami,2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United
Ahmed Shehzad,15,15,2,0,100.0,0,bowled,Mohammad Irfan,2017,Sharjah Cricket Stadium,Quetta Gladiators,Lahore Qalandars
Ahmed Shehzad,54,40,4,3,135.0,0,catch,Sohail Khan,2017,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
Ahmed Shehzad,59,51,5,1,115.68,0,catch,Mohammad Sami,2017,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
Ahmed Shehzad,0,4,0,0,0.0,0,catch,Mohammad Asghar,2017,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Ahmed Shehzad,71,38,7,4,186.84,0,catch,Sammy,2017,Sharjah Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Ahmed Shehzad,1,5,0,0,20.0,0,catch,Hasan Ali,2017,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi
Ahmed Shehzad,0,6,0,0,0.0,0,catch,Wahab Riaz,2018,Dubai International Cricket Stadium,Multan Sultans,Peshawar Zalmi
Ahmed Shehzad,38,33,5,0,115.15,0,catch,Mustafizur Rahman,2018,Dubai International Cricket Stadium,Multan Sultans,Lahore Qalandars
Ahmed Shehzad,11,24,1,0,45.83,0,catch,Finn,2018,Dubai International Cricket Stadium,Multan Sultans,Islamabad United
Ahmed Shehzad,27,35,3,0,77.14,0,catch,Hassan Khan,2018,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators
Ahmed Shehzad,37,37,3,0,100.0,0,run out,run out,2018,Dubai International Cricket Stadium,Multan Sultans,Peshawar Zalmi
Ahmed Shehzad,1,7,0,0,14.28,0,catch,Anwar Ali,2018,Dubai International Cricket Stadium,Multan Sultans,Quetta Gladiators
Ahmed Shehzad,32,34,3,1,94.11,0,catch,McClenaghan,2018,Dubai International Cricket Stadium,Multan Sultans,Lahore Qalandars
Ahmed Shehzad,24,17,1,2,141.17,0,stumped,Imad Wasim,2018,Dubai International Cricket Stadium,Multan Sultans,Karachi Kings
Ahmed Shehzad,3,10,0,0,30.0,0,catch,Faheem Ashraf,2018,Sharjah Cricket Stadium,Multan Sultans,Islamabad United
Ahmed Shehzad,0,1,0,0,0.0,0,lbw,Hasan Ali,2019,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Ahmed Shehzad,2,6,0,0,33.33,0,bowled,Patel,2019,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
Ahmed Shehzad,28,35,2,0,80.0,0,not out,not out,2019,Dubai International Cricket Stadium,Quetta Gladiators,Multan Sultans
Ahmed Shehzad,50,45,5,0,111.11,0,bowled,Umaid Asif,2019,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Peshawar Zalmi
Ahmed Shehzad,73,46,9,1,158.69,0,catch,Amad Butt,2019,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Islamabad United
Ahmed Shehzad,99,57,8,6,173.68,0,catch,Usman Shinwari,2019,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
Ahmed Shehzad,1,4,0,0,25.0,0,bowled,Mills,2019,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
Ahmed Shehzad,58,51,6,1,113.72,0,not out,not out,2019,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
Ahmed Shehzad,7,11,1,0,63.63,0,catch,Muhammad Musa,2020,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
Ahmed Shehzad,12,12,0,1,100.0,0,catch,Mohammad Amir Khan,2020,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
Ahmed Shehzad,11,9,2,0,122.22,0,catch,Imad Wasim,2020,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
Ahmed Shehzad,12,5,0,2,240.0,0,stumped,Shadab Khan,2020,Rawalpindi Cricket Stadium,Quetta Gladiators,Islamabad United
Ahmed Shehzad,10,17,0,0,58.82,0,catch,Wahab Riaz,2020,Rawalpindi Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Ahmed Shehzad,9,8,2,0,112.5,0,catch,Shaheen Shah Afridi,2020,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars
Ahmed Shehzad,0,2,0,0,0.0,0,catch,Waqas Maqsood,2020,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
Kevin Pietersen,8,12,0,0,66.66,0,lbw,Imran Khalid,2016,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
Kevin Pietersen,29,17,1,2,170.58,0,not out,not out,2016,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
Kevin Pietersen,35,29,2,1,120.68,0,catch,Junaid Khan,2016,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Kevin Pietersen,12,7,1,1,171.42,0,catch,Bravo,2016,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
Kevin Pietersen,0,1,0,0,0.0,0,bowled,Russell,2016,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United
Kevin Pietersen,26,22,0,2,118.18,0,catch,Usama Mir,2016,Sharjah Cricket Stadium,Quetta Gladiators,Karachi Kings
Kevin Pietersen,34,21,6,0,161.9,0,catch,Bravo,2016,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
Kevin Pietersen,53,38,5,2,139.47,0,catch,Tait,2016,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Kevin Pietersen,18,18,0,1,100.0,0,catch,Russell,2016,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
Kevin Pietersen,3,7,0,0,42.85,0,bowled,Mohammad Irfan,2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
Kevin Pietersen,0,1,0,0,0.0,0,catch,Sohail Khan,2017,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
Kevin Pietersen,0,1,0,0,0.0,0,lbw,Mohammad Sami,2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United
Kevin Pietersen,88,42,3,8,209.52,0,not out,not out,2017,Sharjah Cricket Stadium,Quetta Gladiators,Lahore Qalandars
Kevin Pietersen,0,0,0,0,0.0,0,run out,run out,2017,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
Kevin Pietersen,69,43,6,3,160.46,0,lbw,Shadab Khan,2017,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
Kevin Pietersen,41,43,4,0,95.34,0,catch,Mohammad Asghar,2017,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Kevin Pietersen,40,22,2,3,181.81,0,catch,Wahab Riaz,2017,Sharjah Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Kevin Pietersen,6,4,1,0,150.0,0,catch,Mills,2018,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
Kevin Pietersen,48,34,4,3,141.17,0,catch,Finn,2018,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United
Kevin Pietersen,5,6,0,0,83.33,0,catch,Sammy,2018,Sharjah Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Kevin Pietersen,5,10,0,0,50.0,0,lbw,Shoaib Malik,2018,Dubai International Cricket Stadium,Quetta Gladiators,Multan Sultans
Kevin Pietersen,52,34,7,1,152.94,0,catch,Usman Shinwari,2018,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
Kevin Pietersen,21,13,0,2,161.53,0,catch,Dawson,2018,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Kevin Pietersen,11,8,0,1,137.5,0,bowled,Narine,2018,Sharjah Cricket Stadium,Quetta Gladiators,Lahore Qalandars
Kevin Pietersen,7,6,1,0,116.66,0,catch,Faheem Ashraf,2018,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United
Mohammad Nawaz,22,22,1,0,100.0,0,not out,not out,2016,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
Mohammad Nawaz,4,4,1,0,100.0,0,catch,Wahab Riaz,2016,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Mohammad Nawaz,42,34,5,1,123.52,0,stumped,Mendis,2016,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
Mohammad Nawaz,14,21,0,0,66.66,0,not out,not out,2016,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United
Mohammad Nawaz,6,7,0,0,85.71,0,run out,run out,2016,Sharjah Cricket Stadium,Quetta Gladiators,Karachi Kings
Mohammad Nawaz,5,12,0,0,41.66,0,lbw,Shahid Afridi,2016,Sharjah Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Mohammad Nawaz,0,2,0,0,0.0,0,catch,Ehsan Adil,2016,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
Mohammad Nawaz,20,18,1,2,111.11,0,catch,Tait,2016,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Mohammad Nawaz,7,5,0,1,140.0,0,bowled,Badree,2016,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
Mohammad Nawaz,1,3,0,0,33.33,0,run out,run out,2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
Mohammad Nawaz,18,12,0,1,150.0,0,catch,Hasan Ali,2017,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Mohammad Nawaz,1,1,0,0,100.0,0,not out,not out,2017,Sharjah Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Mohammad Nawaz,0,1,0,0,0.0,0,stumped,Mohammad Asghar,2017,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi
Mohammad Nawaz,30,20,3,1,150.0,0,catch,Mohammad Amir,2018,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
Mohammad Nawaz,25,31,0,2,80.64,0,not out,not out,2018,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United
Mohammad Nawaz,3,5,0,0,60.0,0,catch,Umaid Asif,2018,Sharjah Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Mohammad Nawaz,3,7,0,0,42.85,0,catch,Sohail Tanvir,2018,Sharjah Cricket Stadium,Quetta Gladiators,Multan Sultans
Mohammad Nawaz,11,4,1,1,275.0,0,catch,Umar Gul,2018,Dubai International Cricket Stadium,Quetta Gladiators,Multan Sultans
Mohammad Nawaz,19,21,1,1,90.47,0,not out,not out,2018,Sharjah Cricket Stadium,Quetta Gladiators,Lahore Qalandars
Mohammad Nawaz,1,3,0,0,33.33,0,catch,Faheem Ashraf,2018,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United
Mohammad Nawaz,35,32,5,1,109.37,0,catch,Sameen Gul,2018,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi
Mohammad Nawaz,19,18,0,1,105.55,0,catch,Haris Rauf,2019,Sharjah Cricket Stadium,Quetta Gladiators,Lahore Qalandars
Mohammad Nawaz,0,0,0,0,0.0,0,not out,not out,2019,Sharjah Cricket Stadium,Quetta Gladiators,Karachi Kings
Mohammad Nawaz,12,18,1,0,66.66,0,catch,Haris Rauf,2019,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
Mohammad Nawaz,15,5,1,1,300.0,0,not out,not out,2019,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Islamabad United
Mohammad Nawaz,1,1,0,0,100.0,0,not out,not out,2019,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
Mohammad Nawaz,2,3,0,0,66.66,0,not out,not out,2019,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
Mohammad Nawaz,23,13,4,0,176.92,0,catch,Akif Javed,2020,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
Mohammad Nawaz,2,4,0,0,50.0,0,catch,Rahat Ali,2020,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
Mohammad Nawaz,1,3,0,0,33.33,0,catch,Jordan,2020,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
Mohammad Nawaz,25,20,3,0,125.0,0,not out,not out,2020,Rawalpindi Cricket Stadium,Quetta Gladiators,Islamabad United
Mohammad Nawaz,5,6,0,0,83.33,0,not out,not out,2020,Multan Cricket Stadium,Quetta Gladiators,Multan Sultans
Mohammad Nawaz,24,17,4,0,141.17,0,catch,Muhammad Faizan,2020,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars
Mohammad Nawaz,18,7,2,1,257.14,0,catch,Rahat Ali,2020,Rawalpindi Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Mohammad Nawaz,10,26,1,0,38.46,0,catch,Raja Farzan,2020,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars
Mohammad Nawaz,8,4,0,1,200.0,0,not out,not out,2020,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
Mohammad Nawaz,3,8,0,0,37.5,0,run out,run out,2021,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
Mohammad Nawaz,33,20,1,3,165.0,0,not out,not out,2021,"National Stadium, Karachi",Quetta Gladiators,Lahore Qalandars
Mohammad Nawaz,2,2,0,0,100.0,0,catch,Mahmood,2021,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
Mohammad Nawaz,31,29,1,1,106.89,0,not out,not out,2021,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
Mohammad Nawaz,20,10,4,0,200.0,0,catch,Shahnawaz Dahani,2021,"National Stadium, Karachi",Quetta Gladiators,Multan Sultans
Mohammad Nawaz,4,7,0,0,57.14,0,bowled,Mohammad Wasim,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Islamabad United
Mohammad Nawaz,0,1,0,0,0.0,0,bowled,Umaid Asif,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Peshawar Zalmi
Mohammad Nawaz,6,5,1,0,120.0,0,catch,Faulkner,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Lahore Qalandars
Mohammad Nawaz,10,6,2,0,166.66,0,run out,run out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Multan Sultans
Mohammad Nawaz,5,2,1,0,250.0,0,not out,not out,2022,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
Mohammad Nawaz,1,2,0,0,50.0,0,catch,Imran Tahir,2022,"National Stadium, Karachi",Quetta Gladiators,Multan Sultans
Mohammad Nawaz,47,22,2,5,213.63,0,catch,Hasan Ali,2022,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
Mohammad Nawaz,25,12,1,2,208.33,0,not out,not out,2022,"National Stadium, Karachi",Quetta Gladiators,Lahore Qalandars
Mohammad Nawaz,14,18,2,0,77.77,0,lbw,Usama Mir,2023,Multan Cricket Stadium,Quetta Gladiators,Multan Sultans
Mohammad Nawaz,3,6,0,0,50.0,0,catch,Aamer Yamin,2023,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
Mohammad Nawaz,2,5,0,0,40.0,0,lbw,Usman Qadir,2023,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
Mohammad Nawaz,2,5,0,0,40.0,0,catch,Sikandar Raza,2023,"National Stadium, Karachi",Quetta Gladiators,Lahore Qalandars
Mohammad Nawaz,1,2,0,0,50.0,0,catch,Shadab Khan,2023,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
Mohammad Nawaz,4,6,0,0,66.66,0,bowled,Haris Rauf,2023,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars
Mohammad Nawaz,52,44,6,0,118.18,0,catch,Fazalhaq Farooqi,2023,Rawalpindi Cricket Stadium,Quetta Gladiators,Islamabad United
Mohammad Nawaz,15,14,3,0,107.14,0,catch,Muhammad Musa,2023,Rawalpindi Cricket Stadium,Quetta Gladiators,Karachi Kings
Mohammad Nawaz,7,10,0,0,70.0,0,catch,Abbas Afridi,2024,Multan Cricket Stadium,Karachi Kings,Multan Sultans
Mohammad Nawaz,15,10,3,0,150.0,0,bowled,Zaman Khan,2024,"Gaddafi Stadium, Lahore",Karachi Kings,Lahore Qalandars
Mohammad Nawaz,6,11,0,0,54.54,0,catch,Naseem Shah,2024,"National Stadium, Karachi",Karachi Kings,Islamabad United
Mohammad Nawaz,28,19,4,0,147.36,0,catch,Hosein,2024,"National Stadium, Karachi",Karachi Kings,Quetta Gladiators
Mohammad Nawaz,27,17,3,1,158.82,0,not out,not out,2024,"National Stadium, Karachi",Karachi Kings,Multan Sultans
Mohammad Nawaz,5,3,1,0,166.66,0,catch,Mills,2024,Rawalpindi Cricket Stadium,Karachi Kings,Islamabad United
Chris Gayle,6,4,1,0,150.0,0,catch,Shoaib Malik,2016,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
Chris Gayle,0,1,0,0,0.0,0,bowled,Junaid Khan,2016,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Chris Gayle,37,28,3,2,132.14,0,catch,Bopara,2016,Sharjah Cricket Stadium,Lahore Qalandars,Karachi Kings
Chris Gayle,0,1,0,0,0.0,0,lbw,Junaid Khan,2016,Sharjah Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Chris Gayle,60,34,3,6,176.47,0,catch,Zulfiqar Babar,2016,Dubai International Cricket Stadium,Lahore Qalandars,Quetta Gladiators
Chris Gayle,2,9,0,0,22.22,0,lbw,Mohammad Hafeez,2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi
Chris Gayle,10,14,0,1,71.42,0,catch,Perera,2017,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators
Chris Gayle,5,7,1,0,71.42,0,catch,Narine,2017,Sharjah Cricket Stadium,Karachi Kings,Lahore Qalandars
Chris Gayle,2,3,0,0,66.66,0,catch,Mohammad Irfan,2017,Sharjah Cricket Stadium,Karachi Kings,Islamabad United
Chris Gayle,11,9,0,1,122.22,0,catch,Iftikhar Ahmed,2017,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi
Chris Gayle,29,34,1,2,85.29,0,catch,Anwar Ali,2017,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators
Chris Gayle,44,17,2,5,258.82,0,catch,Saeed Ajmal,2017,Dubai International Cricket Stadium,Karachi Kings,Islamabad United
Chris Gayle,17,15,2,1,113.33,0,bowled,Rumman Raees,2017,Sharjah Cricket Stadium,Karachi Kings,Islamabad United
Chris Gayle,40,31,2,4,129.03,0,bowled,Wahab Riaz,2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi
Chris Gayle,39,24,4,2,162.5,0,catch,Christian,2021,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
Chris Gayle,68,40,5,5,170.0,0,bowled,Rashid Khan,2021,"National Stadium, Karachi",Quetta Gladiators,Lahore Qalandars
Azhar Ali,18,16,3,0,112.5,1,bowled,Shakib Al Hasan,2016,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
Azhar Ali,31,41,2,0,75.6,1,catch,Mohammad Asghar,2016,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
